 0.190E+17  0.558E+03  0.558E+03  0.558E+03  0.546E+00  0.704E+00  0.692E+00
 0.189E+17  0.558E+03  0.558E+03  0.558E+03  0.545E+00  0.704E+00  0.692E+00
 0.188E+17  0.558E+03  0.558E+03  0.558E+03  0.545E+00  0.704E+00  0.692E+00
 0.187E+17  0.558E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.692E+00
 0.186E+17  0.558E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.692E+00
 0.184E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.692E+00
 0.183E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.692E+00
 0.182E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.692E+00
 0.181E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.692E+00
 0.180E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.693E+00
 0.179E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.693E+00
 0.177E+17  0.557E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.693E+00
 0.176E+17  0.556E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.693E+00
 0.175E+17  0.556E+03  0.558E+03  0.559E+03  0.545E+00  0.704E+00  0.693E+00
 0.174E+17  0.556E+03  0.558E+03  0.559E+03  0.544E+00  0.704E+00  0.693E+00
 0.173E+17  0.556E+03  0.558E+03  0.559E+03  0.544E+00  0.704E+00  0.693E+00
 0.172E+17  0.556E+03  0.558E+03  0.559E+03  0.544E+00  0.704E+00  0.693E+00
 0.171E+17  0.556E+03  0.558E+03  0.559E+03  0.544E+00  0.704E+00  0.693E+00
 0.170E+17  0.556E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.169E+17  0.555E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.167E+17  0.555E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.166E+17  0.555E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.165E+17  0.555E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.164E+17  0.555E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.163E+17  0.555E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.162E+17  0.554E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.161E+17  0.554E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.160E+17  0.554E+03  0.558E+03  0.560E+03  0.544E+00  0.704E+00  0.693E+00
 0.159E+17  0.554E+03  0.558E+03  0.560E+03  0.543E+00  0.704E+00  0.693E+00
 0.158E+17  0.554E+03  0.558E+03  0.560E+03  0.543E+00  0.704E+00  0.693E+00
 0.157E+17  0.554E+03  0.558E+03  0.560E+03  0.543E+00  0.704E+00  0.693E+00
 0.156E+17  0.554E+03  0.558E+03  0.560E+03  0.543E+00  0.704E+00  0.693E+00
 0.155E+17  0.553E+03  0.557E+03  0.560E+03  0.543E+00  0.704E+00  0.693E+00
 0.154E+17  0.553E+03  0.557E+03  0.561E+03  0.543E+00  0.704E+00  0.693E+00
