#-------------
# Summary
# TF=0.001
# DM: T(decouple)~= 138.85569975532263 | T(decay)~= None | Omega h^2 (@TF) = 20.1
# 
# Mediator: T(decouple)~= 27.405431239639892 | T(decay)~= 0.682954887726271 | Omega h^2 (@decay) = 2.27e-34
# 
# Delta Neff (T = 0.001) = 0 
#-------------
#--------------
#      x            T            R            S           n_DM        rho_DM     n_Mediator  rho_Mediator
 2.4315E+00   8.7855E+02   1.1376E+01   4.6387E+13   1.2389E+08   3.4906E+11   4.9555E+08   1.2073E+12 
 2.4349E+00   8.7542E+02   1.1415E+01   4.6387E+13   1.2257E+08   3.4423E+11   4.9026E+08   1.1906E+12 
 2.4383E+00   8.7229E+02   1.1453E+01   4.6387E+13   1.2125E+08   3.3944E+11   4.8501E+08   1.1742E+12 
 2.4417E+00   8.6936E+02   1.1492E+01   4.6387E+13   1.2004E+08   3.3496E+11   4.8016E+08   1.1587E+12 
 2.4450E+00   8.6660E+02   1.1531E+01   4.6387E+13   1.1890E+08   3.3070E+11   4.7559E+08   1.1440E+12 
 2.4484E+00   8.6383E+02   1.1570E+01   4.6387E+13   1.1776E+08   3.2649E+11   4.7105E+08   1.1295E+12 
 2.4518E+00   8.6106E+02   1.1609E+01   4.6387E+13   1.1663E+08   3.2232E+11   4.6653E+08   1.1152E+12 
 2.4552E+00   8.5830E+02   1.1648E+01   4.6387E+13   1.1551E+08   3.1820E+11   4.6205E+08   1.1009E+12 
 2.4586E+00   8.5553E+02   1.1688E+01   4.6387E+13   1.1440E+08   3.1411E+11   4.5760E+08   1.0869E+12 
 2.4619E+00   8.5276E+02   1.1727E+01   4.6387E+13   1.1329E+08   3.1008E+11   4.5317E+08   1.0730E+12 
 2.4653E+00   8.4997E+02   1.1767E+01   4.6387E+13   1.1218E+08   3.0605E+11   4.4873E+08   1.0591E+12 
 2.4687E+00   8.4713E+02   1.1807E+01   4.6387E+13   1.1106E+08   3.0201E+11   4.4424E+08   1.0452E+12 
 2.4721E+00   8.4429E+02   1.1847E+01   4.6387E+13   1.0995E+08   2.9802E+11   4.3979E+08   1.0314E+12 
 2.4754E+00   8.4144E+02   1.1887E+01   4.6387E+13   1.0884E+08   2.9408E+11   4.3536E+08   1.0178E+12 
 2.4788E+00   8.3860E+02   1.1927E+01   4.6387E+13   1.0774E+08   2.9017E+11   4.3097E+08   1.0043E+12 
 2.4822E+00   8.3576E+02   1.1967E+01   4.6387E+13   1.0665E+08   2.8631E+11   4.2660E+08   9.9103E+11 
 2.4856E+00   8.3292E+02   1.2008E+01   4.6387E+13   1.0557E+08   2.8249E+11   4.2227E+08   9.7785E+11 
 2.4889E+00   8.2974E+02   1.2049E+01   4.6387E+13   1.0436E+08   2.7837E+11   4.1745E+08   9.6365E+11 
 2.4923E+00   8.2633E+02   1.2089E+01   4.6387E+13   1.0308E+08   2.7407E+11   4.1232E+08   9.4880E+11 
 2.4957E+00   8.2292E+02   1.2130E+01   4.6387E+13   1.0181E+08   2.6982E+11   4.0724E+08   9.3414E+11 
 2.4991E+00   8.1951E+02   1.2171E+01   4.6387E+13   1.0055E+08   2.6562E+11   4.0219E+08   9.1966E+11 
 2.5025E+00   8.1610E+02   1.2212E+01   4.6387E+13   9.9298E+07   2.6148E+11   3.9719E+08   9.0536E+11 
 2.5058E+00   8.1273E+02   1.2254E+01   4.6387E+13   9.8075E+07   2.5743E+11   3.9230E+08   8.9139E+11 
 2.5092E+00   8.1045E+02   1.2295E+01   4.6387E+13   9.7250E+07   2.5445E+11   3.8900E+08   8.8110E+11 
 2.5126E+00   8.0816E+02   1.2337E+01   4.6387E+13   9.6429E+07   2.5149E+11   3.8571E+08   8.7091E+11 
 2.5160E+00   8.0587E+02   1.2379E+01   4.6387E+13   9.5612E+07   2.4856E+11   3.8245E+08   8.6082E+11 
 2.5193E+00   8.0358E+02   1.2420E+01   4.6387E+13   9.4801E+07   2.4566E+11   3.7920E+08   8.5082E+11 
 2.5227E+00   8.0130E+02   1.2462E+01   4.6387E+13   9.3993E+07   2.4279E+11   3.7597E+08   8.4093E+11 
 2.5261E+00   7.9901E+02   1.2505E+01   4.6387E+13   9.3191E+07   2.3995E+11   3.7276E+08   8.3112E+11 
 2.5295E+00   7.9672E+02   1.2547E+01   4.6387E+13   9.2393E+07   2.3713E+11   3.6957E+08   8.2142E+11 
 2.5328E+00   7.9444E+02   1.2589E+01   4.6387E+13   9.1599E+07   2.3434E+11   3.6640E+08   8.1180E+11 
 2.5362E+00   7.9180E+02   1.2632E+01   4.6387E+13   9.0691E+07   2.3128E+11   3.6276E+08   8.0123E+11 
 2.5396E+00   7.8915E+02   1.2675E+01   4.6387E+13   8.9783E+07   2.2823E+11   3.5913E+08   7.9072E+11 
 2.5430E+00   7.8650E+02   1.2718E+01   4.6387E+13   8.8881E+07   2.2522E+11   3.5553E+08   7.8032E+11 
 2.5464E+00   7.8385E+02   1.2761E+01   4.6387E+13   8.7986E+07   2.2223E+11   3.5194E+08   7.7003E+11 
 2.5497E+00   7.8120E+02   1.2804E+01   4.6387E+13   8.7096E+07   2.1928E+11   3.4838E+08   7.5985E+11 
 2.5531E+00   7.7855E+02   1.2847E+01   4.6387E+13   8.6212E+07   2.1636E+11   3.4485E+08   7.4978E+11 
 2.5565E+00   7.7587E+02   1.2890E+01   4.6387E+13   8.5325E+07   2.1345E+11   3.4130E+08   7.3974E+11 
 2.5599E+00   7.7300E+02   1.2934E+01   4.6387E+13   8.4382E+07   2.1042E+11   3.3753E+08   7.2928E+11 
 2.5632E+00   7.7013E+02   1.2978E+01   4.6387E+13   8.3447E+07   2.0743E+11   3.3379E+08   7.1893E+11 
 2.5666E+00   7.6726E+02   1.3022E+01   4.6387E+13   8.2518E+07   2.0446E+11   3.3007E+08   7.0871E+11 
 2.5700E+00   7.6440E+02   1.3066E+01   4.6387E+13   8.1596E+07   2.0154E+11   2.4582E+08   5.2616E+11 
 2.5734E+00   7.6153E+02   1.3110E+01   4.6387E+13   8.0682E+07   1.9864E+11   2.4290E+08   5.1828E+11 
 2.5768E+00   7.5866E+02   1.3154E+01   4.6387E+13   7.9774E+07   1.9578E+11   2.4000E+08   5.1048E+11 
 2.5801E+00   7.5634E+02   1.3199E+01   4.6387E+13   7.9042E+07   1.9337E+11   2.3766E+08   5.0393E+11 
 2.5835E+00   7.5403E+02   1.3243E+01   4.6387E+13   7.8321E+07   1.9099E+11   2.3535E+08   4.9748E+11 
 2.5869E+00   7.5172E+02   1.3288E+01   4.6387E+13   7.7603E+07   1.8864E+11   2.3306E+08   4.9110E+11 
 2.5903E+00   7.4941E+02   1.3333E+01   4.6387E+13   7.7226E+07   1.8713E+11   2.3079E+08   4.8479E+11 
 2.5936E+00   7.4710E+02   1.3378E+01   4.6387E+13   7.6505E+07   1.8479E+11   2.2852E+08   4.7854E+11 
 2.5970E+00   7.4479E+02   1.3424E+01   4.6387E+13   7.5775E+07   1.8244E+11   2.2628E+08   4.7236E+11 
 2.6004E+00   7.4248E+02   1.3469E+01   4.6387E+13   7.5042E+07   1.8010E+11   2.2404E+08   4.6624E+11 
 2.6038E+00   7.4009E+02   1.3515E+01   4.6387E+13   7.4282E+07   1.7771E+11   2.2175E+08   4.6002E+11 
 2.6071E+00   7.3762E+02   1.3560E+01   4.6387E+13   7.3499E+07   1.7528E+11   2.1939E+08   4.5371E+11 
 2.6105E+00   7.3514E+02   1.3606E+01   4.6387E+13   7.2719E+07   1.7287E+11   2.1704E+08   4.4747E+11 
 2.6139E+00   7.3267E+02   1.3652E+01   4.6387E+13   7.1943E+07   1.7048E+11   2.1472E+08   4.4129E+11 
 2.6173E+00   7.3019E+02   1.3698E+01   4.6387E+13   7.1172E+07   1.6812E+11   2.1241E+08   4.3518E+11 
 2.6207E+00   7.2772E+02   1.3745E+01   4.6387E+13   7.0406E+07   1.6578E+11   2.1011E+08   4.2914E+11 
 2.6240E+00   7.2525E+02   1.3791E+01   4.6387E+13   6.9645E+07   1.6347E+11   2.0783E+08   4.2317E+11 
 2.6274E+00   7.2281E+02   1.3838E+01   4.6387E+13   6.8901E+07   1.6121E+11   2.0560E+08   4.1734E+11 
 2.6308E+00   7.2039E+02   1.3885E+01   4.6387E+13   6.8168E+07   1.5899E+11   2.0341E+08   4.1160E+11 
 2.6342E+00   7.1797E+02   1.3932E+01   4.6387E+13   6.7439E+07   1.5679E+11   2.0123E+08   4.0592E+11 
 2.6375E+00   7.1555E+02   1.3979E+01   4.6387E+13   6.6716E+07   1.5462E+11   1.9906E+08   4.0031E+11 
 2.6409E+00   7.1314E+02   1.4026E+01   4.6387E+13   6.5998E+07   1.5247E+11   1.9691E+08   3.9476E+11 
 2.6443E+00   7.1072E+02   1.4074E+01   4.6387E+13   6.5284E+07   1.5035E+11   1.9478E+08   3.8927E+11 
 2.6477E+00   7.0830E+02   1.4121E+01   4.6387E+13   6.4576E+07   1.4825E+11   1.9266E+08   3.8384E+11 
 2.6510E+00   7.0593E+02   1.4169E+01   4.6387E+13   6.3888E+07   1.4620E+11   1.9060E+08   3.7856E+11 
 2.6544E+00   7.0358E+02   1.4217E+01   4.6387E+13   6.3208E+07   1.4419E+11   1.8856E+08   3.7336E+11 
 2.6578E+00   7.0122E+02   1.4265E+01   4.6387E+13   6.2532E+07   1.4220E+11   1.8654E+08   3.6822E+11 
 2.6612E+00   6.9886E+02   1.4313E+01   4.6387E+13   6.1861E+07   1.4023E+11   1.8453E+08   3.6313E+11 
 2.6646E+00   6.9651E+02   1.4362E+01   4.6387E+13   6.1194E+07   1.3828E+11   1.8254E+08   3.5809E+11 
 2.6679E+00   6.9415E+02   1.4410E+01   4.6387E+13   6.0533E+07   1.3635E+11   1.8056E+08   3.5312E+11 
 2.6713E+00   6.9179E+02   1.4459E+01   4.6387E+13   5.9876E+07   1.3444E+11   1.7859E+08   3.4819E+11 
 2.6747E+00   6.8948E+02   1.4508E+01   4.6387E+13   5.9235E+07   1.3259E+11   1.7667E+08   3.4339E+11 
 2.6781E+00   6.8716E+02   1.4557E+01   4.6387E+13   5.8598E+07   1.3075E+11   1.7477E+08   3.3864E+11 
 2.6814E+00   6.8484E+02   1.4606E+01   4.6387E+13   5.7966E+07   1.2893E+11   1.7287E+08   3.3395E+11 
 2.6848E+00   6.8253E+02   1.4656E+01   4.6387E+13   5.7338E+07   1.2713E+11   1.7100E+08   3.2930E+11 
 2.6882E+00   6.8021E+02   1.4705E+01   4.6387E+13   5.6715E+07   1.2535E+11   1.6913E+08   3.2471E+11 
 2.6916E+00   6.7789E+02   1.4755E+01   4.6387E+13   5.6096E+07   1.2359E+11   1.6728E+08   3.2016E+11 
 2.6950E+00   6.7560E+02   1.4805E+01   4.6387E+13   5.5486E+07   1.2187E+11   1.6545E+08   3.1570E+11 
 2.6983E+00   6.7336E+02   1.4855E+01   4.6387E+13   5.4898E+07   1.2020E+11   1.6369E+08   3.1138E+11 
 2.7017E+00   6.7113E+02   1.4905E+01   4.6387E+13   5.4314E+07   1.1854E+11   1.6195E+08   3.0711E+11 
 2.7051E+00   6.6890E+02   1.4956E+01   4.6387E+13   5.3734E+07   1.1691E+11   1.6021E+08   3.0289E+11 
 2.7085E+00   6.6666E+02   1.5006E+01   4.6387E+13   5.3158E+07   1.1529E+11   1.5849E+08   2.9872E+11 
 2.7118E+00   6.6443E+02   1.5057E+01   4.6387E+13   5.2586E+07   1.1369E+11   1.5678E+08   2.9459E+11 
 2.7152E+00   6.6220E+02   1.5108E+01   4.6387E+13   5.2018E+07   1.1211E+11   1.5508E+08   2.9050E+11 
 2.7186E+00   6.5997E+02   1.5159E+01   4.6387E+13   5.1455E+07   1.1055E+11   1.5339E+08   2.8647E+11 
 2.7220E+00   6.5774E+02   1.5210E+01   4.6387E+13   5.0897E+07   1.0901E+11   1.5172E+08   2.8248E+11 
 2.7253E+00   6.5551E+02   1.5262E+01   4.6387E+13   5.0343E+07   1.0748E+11   1.5006E+08   2.7854E+11 
 2.7287E+00   6.5329E+02   1.5313E+01   4.6387E+13   4.9793E+07   1.0597E+11   1.4842E+08   2.7465E+11 
 2.7321E+00   6.5106E+02   1.5365E+01   4.6387E+13   4.9247E+07   1.0448E+11   1.4678E+08   2.7079E+11 
 2.7355E+00   6.4884E+02   1.5417E+01   4.6387E+13   4.8704E+07   1.0301E+11   1.4516E+08   2.6698E+11 
 2.7389E+00   6.4661E+02   1.5469E+01   4.6387E+13   4.8166E+07   1.0155E+11   1.4355E+08   2.6322E+11 
 2.7422E+00   6.4443E+02   1.5522E+01   4.6387E+13   4.7641E+07   1.0013E+11   1.4198E+08   2.5955E+11 
 2.7456E+00   6.4227E+02   1.5574E+01   4.6387E+13   4.7128E+07   9.8744E+10   1.4045E+08   2.5596E+11 
 2.7490E+00   6.4012E+02   1.5627E+01   4.6387E+13   4.6618E+07   9.7369E+10   1.3892E+08   2.5241E+11 
 2.7524E+00   6.3796E+02   1.5680E+01   4.6387E+13   4.6111E+07   9.6011E+10   1.3741E+08   2.4890E+11 
 2.7557E+00   6.3581E+02   1.5733E+01   4.6387E+13   4.5609E+07   9.4669E+10   1.3590E+08   2.4543E+11 
 2.7591E+00   6.3366E+02   1.5786E+01   4.6387E+13   4.5110E+07   9.3341E+10   1.3441E+08   2.4200E+11 
 2.7625E+00   6.3150E+02   1.5839E+01   4.6387E+13   4.4614E+07   9.2028E+10   1.3293E+08   2.3861E+11 
 2.7659E+00   6.2939E+02   1.5893E+01   4.6387E+13   4.4132E+07   9.0752E+10   1.3149E+08   2.3531E+11 
 2.7692E+00   6.2730E+02   1.5947E+01   4.6387E+13   4.3657E+07   8.9496E+10   1.3007E+08   2.3206E+11 
 2.7726E+00   6.2521E+02   1.6001E+01   4.6387E+13   4.3186E+07   8.8255E+10   1.2866E+08   2.2885E+11 
 2.7760E+00   6.2311E+02   1.6055E+01   4.6387E+13   4.2718E+07   8.7027E+10   1.2726E+08   2.2568E+11 
 2.7794E+00   6.2102E+02   1.6109E+01   4.6387E+13   4.2253E+07   8.5812E+10   1.2587E+08   2.2254E+11 
 2.7828E+00   6.1893E+02   1.6164E+01   4.6387E+13   4.1791E+07   8.4611E+10   1.2449E+08   2.1944E+11 
 2.7861E+00   6.1683E+02   1.6218E+01   4.6387E+13   4.1333E+07   8.3424E+10   1.2312E+08   2.1637E+11 
 2.7895E+00   6.1477E+02   1.6273E+01   4.6387E+13   4.0884E+07   8.2263E+10   1.2177E+08   2.1337E+11 
 2.7929E+00   6.1271E+02   1.6328E+01   4.6387E+13   4.0440E+07   8.1115E+10   1.2044E+08   2.1040E+11 
 2.7963E+00   6.1065E+02   1.6383E+01   4.6387E+13   3.9998E+07   7.9981E+10   1.1912E+08   2.0747E+11 
 2.7996E+00   6.0859E+02   1.6439E+01   4.6387E+13   3.9560E+07   7.8859E+10   1.1781E+08   2.0457E+11 
 2.8030E+00   6.0653E+02   1.6494E+01   4.6387E+13   3.9124E+07   7.7749E+10   1.1651E+08   2.0170E+11 
 2.8064E+00   6.0447E+02   1.6550E+01   4.6387E+13   3.8692E+07   7.6652E+10   1.1522E+08   1.9886E+11 
 2.8098E+00   6.0241E+02   1.6606E+01   4.6387E+13   3.8264E+07   7.5568E+10   1.1394E+08   1.9606E+11 
 2.8132E+00   6.0039E+02   1.6662E+01   4.6387E+13   3.7846E+07   7.4513E+10   1.1269E+08   1.9333E+11 
 2.8165E+00   5.9837E+02   1.6719E+01   4.6387E+13   3.7432E+07   7.3469E+10   1.1145E+08   1.9063E+11 
 2.8199E+00   5.9635E+02   1.6775E+01   4.6387E+13   3.7021E+07   7.2437E+10   1.1022E+08   1.8797E+11 
 2.8233E+00   5.9434E+02   1.6832E+01   4.6387E+13   3.6613E+07   7.1416E+10   1.0900E+08   1.8533E+11 
 2.8267E+00   5.9232E+02   1.6889E+01   4.6387E+13   3.6208E+07   7.0407E+10   1.0779E+08   1.8272E+11 
 2.8300E+00   5.9030E+02   1.6946E+01   4.6387E+13   3.5805E+07   6.9410E+10   1.0659E+08   1.8014E+11 
 2.8334E+00   5.8830E+02   1.7003E+01   4.6387E+13   3.5409E+07   6.8429E+10   1.0540E+08   1.7760E+11 
 2.8368E+00   5.8633E+02   1.7061E+01   4.6387E+13   3.5023E+07   6.7474E+10   1.0425E+08   1.7513E+11 
 2.8402E+00   5.8437E+02   1.7119E+01   4.6387E+13   3.4639E+07   6.6530E+10   1.0310E+08   1.7269E+11 
 2.8435E+00   5.8240E+02   1.7177E+01   4.6387E+13   3.4259E+07   6.5596E+10   1.0196E+08   1.7028E+11 
 2.8469E+00   5.8044E+02   1.7235E+01   4.6387E+13   3.3881E+07   6.4672E+10   1.0083E+08   1.6789E+11 
 2.8503E+00   5.7848E+02   1.7293E+01   4.6387E+13   3.3506E+07   6.3759E+10   9.9713E+07   1.6553E+11 
 2.8537E+00   5.7651E+02   1.7351E+01   4.6387E+13   3.3133E+07   6.2857E+10   9.8600E+07   1.6319E+11 
 2.8571E+00   5.7457E+02   1.7410E+01   4.6387E+13   3.2768E+07   6.1971E+10   9.7506E+07   1.6090E+11 
 2.8604E+00   5.7265E+02   1.7469E+01   4.6387E+13   3.2409E+07   6.1104E+10   9.6434E+07   1.5866E+11 
 2.8638E+00   5.7073E+02   1.7528E+01   4.6387E+13   3.2053E+07   6.0247E+10   9.5369E+07   1.5644E+11 
 2.8672E+00   5.6881E+02   1.7587E+01   4.6387E+13   3.1699E+07   5.9399E+10   9.4313E+07   1.5425E+11 
 2.8706E+00   5.6689E+02   1.7647E+01   4.6387E+13   3.1348E+07   5.8561E+10   9.3264E+07   1.5208E+11 
 2.8739E+00   5.6497E+02   1.7707E+01   4.6387E+13   3.1000E+07   5.7732E+10   9.2222E+07   1.4994E+11 
 2.8773E+00   5.6305E+02   1.7767E+01   4.6387E+13   3.0654E+07   5.6913E+10   9.1188E+07   1.4782E+11 
 2.8807E+00   5.6116E+02   1.7827E+01   4.6387E+13   3.0315E+07   5.6112E+10   9.0176E+07   1.4575E+11 
 2.8841E+00   5.5928E+02   1.7887E+01   4.6387E+13   2.9982E+07   5.5325E+10   8.9181E+07   1.4371E+11 
 2.8874E+00   5.5741E+02   1.7947E+01   4.6387E+13   2.9651E+07   5.4547E+10   8.8192E+07   1.4170E+11 
 2.8908E+00   5.5553E+02   1.8008E+01   4.6387E+13   2.9322E+07   5.3778E+10   8.7210E+07   1.3971E+11 
 2.8942E+00   5.5365E+02   1.8069E+01   4.6387E+13   2.8996E+07   5.3017E+10   8.6236E+07   1.3774E+11 
 2.8976E+00   5.5178E+02   1.8130E+01   4.6387E+13   2.8673E+07   5.2265E+10   8.5269E+07   1.3579E+11 
 2.9010E+00   5.4990E+02   1.8192E+01   4.6387E+13   2.8351E+07   5.1521E+10   8.4308E+07   1.3387E+11 
 2.9043E+00   5.4806E+02   1.8253E+01   4.6387E+13   2.8038E+07   5.0796E+10   8.3373E+07   1.3200E+11 
 2.9077E+00   5.4623E+02   1.8315E+01   4.6387E+13   2.7728E+07   5.0082E+10   8.2448E+07   1.3015E+11 
 2.9111E+00   5.4439E+02   1.8377E+01   4.6387E+13   2.7421E+07   4.9376E+10   8.1530E+07   1.2832E+11 
 2.9145E+00   5.4256E+02   1.8439E+01   4.6387E+13   2.7116E+07   4.8678E+10   8.0618E+07   1.2651E+11 
 2.9178E+00   5.4073E+02   1.8501E+01   4.6387E+13   2.6813E+07   4.7988E+10   7.9713E+07   1.2473E+11 
 2.9212E+00   5.3889E+02   1.8564E+01   4.6387E+13   2.6512E+07   4.7305E+10   7.8815E+07   1.2296E+11 
 2.9246E+00   5.3706E+02   1.8627E+01   4.6387E+13   2.6214E+07   4.6631E+10   7.7923E+07   1.2121E+11 
 2.9280E+00   5.3527E+02   1.8690E+01   4.6387E+13   2.5924E+07   4.5975E+10   7.7058E+07   1.1952E+11 
 2.9314E+00   5.3348E+02   1.8753E+01   4.6387E+13   2.5637E+07   4.5327E+10   7.6199E+07   1.1784E+11 
 2.9347E+00   5.3168E+02   1.8816E+01   4.6387E+13   2.5351E+07   4.4687E+10   7.5347E+07   1.1618E+11 
 2.9381E+00   5.2989E+02   1.8880E+01   4.6387E+13   2.5068E+07   4.4053E+10   7.4501E+07   1.1454E+11 
 2.9415E+00   5.2810E+02   1.8944E+01   4.6387E+13   2.4787E+07   4.3427E+10   7.3660E+07   1.1292E+11 
 2.9449E+00   5.2631E+02   1.9008E+01   4.6387E+13   2.4508E+07   4.2808E+10   7.2827E+07   1.1132E+11 
 2.9482E+00   5.2452E+02   1.9072E+01   4.6387E+13   2.4231E+07   4.2197E+10   7.2002E+07   1.0974E+11 
 2.9516E+00   5.2277E+02   1.9137E+01   4.6387E+13   2.3963E+07   4.1603E+10   7.1199E+07   1.0820E+11 
 2.9550E+00   5.2102E+02   1.9202E+01   4.6387E+13   2.3696E+07   4.1015E+10   7.0402E+07   1.0668E+11 
 2.9584E+00   5.1927E+02   1.9267E+01   4.6387E+13   2.3431E+07   4.0434E+10   6.9610E+07   1.0517E+11 
 2.9617E+00   5.1752E+02   1.9332E+01   4.6387E+13   2.3167E+07   3.9859E+10   6.8825E+07   1.0368E+11 
 2.9651E+00   5.1577E+02   1.9397E+01   4.6387E+13   2.2906E+07   3.9291E+10   6.8045E+07   1.0221E+11 
 2.9685E+00   5.1402E+02   1.9463E+01   4.6387E+13   2.2647E+07   3.8729E+10   6.7271E+07   1.0076E+11 
 2.9719E+00   5.1228E+02   1.9529E+01   4.6387E+13   2.2392E+07   3.8177E+10   6.6509E+07   9.9328E+10 
 2.9753E+00   5.1057E+02   1.9595E+01   4.6387E+13   2.2142E+07   3.7638E+10   6.5763E+07   9.7931E+10 
 2.9786E+00   5.0886E+02   1.9661E+01   4.6387E+13   2.1894E+07   3.7105E+10   6.5023E+07   9.6550E+10 
 2.9820E+00   5.0715E+02   1.9727E+01   4.6387E+13   2.1648E+07   3.6577E+10   6.4289E+07   9.5185E+10 
 2.9854E+00   5.0544E+02   1.9794E+01   4.6387E+13   2.1404E+07   3.6056E+10   6.3560E+07   9.3834E+10 
 2.9888E+00   5.0373E+02   1.9861E+01   4.6387E+13   2.1162E+07   3.5541E+10   6.2836E+07   9.2499E+10 
 2.9921E+00   5.0202E+02   1.9928E+01   4.6387E+13   2.0921E+07   3.5031E+10   6.2118E+07   9.1179E+10 
 2.9955E+00   5.0033E+02   1.9996E+01   4.6387E+13   2.0685E+07   3.4532E+10   6.1413E+07   8.9886E+10 
 2.9989E+00   4.9865E+02   2.0063E+01   4.6387E+13   2.0453E+07   3.4043E+10   6.0722E+07   8.8619E+10 
 3.0023E+00   4.9698E+02   2.0131E+01   4.6387E+13   2.0223E+07   3.3560E+10   6.0035E+07   8.7366E+10 
 3.0056E+00   4.9531E+02   2.0199E+01   4.6387E+13   1.9995E+07   3.3082E+10   5.9354E+07   8.6127E+10 
 3.0090E+00   4.9364E+02   2.0268E+01   4.6387E+13   1.9768E+07   3.2609E+10   5.8677E+07   8.4902E+10 
 3.0124E+00   4.9197E+02   2.0336E+01   4.6387E+13   1.9543E+07   3.2141E+10   5.8006E+07   8.3691E+10 
 3.0158E+00   4.9030E+02   2.0405E+01   4.6387E+13   1.9320E+07   3.1679E+10   5.7339E+07   8.2493E+10 
 3.0192E+00   4.8865E+02   2.0474E+01   4.6387E+13   1.9102E+07   3.1228E+10   5.6688E+07   8.1324E+10 
 3.0225E+00   4.8702E+02   2.0543E+01   4.6387E+13   1.8887E+07   3.0785E+10   5.6047E+07   8.0175E+10 
 3.0259E+00   4.8538E+02   2.0613E+01   4.6387E+13   1.8673E+07   3.0347E+10   5.5410E+07   7.9039E+10 
 3.0293E+00   4.8375E+02   2.0683E+01   4.6387E+13   1.8462E+07   2.9913E+10   5.4777E+07   7.7914E+10 
 3.0327E+00   4.8211E+02   2.0752E+01   4.6387E+13   1.8251E+07   2.9484E+10   5.4150E+07   7.6804E+10 
 3.0360E+00   4.8048E+02   2.0823E+01   4.6387E+13   1.8042E+07   2.9061E+10   5.3527E+07   7.5706E+10 
 3.0394E+00   4.7885E+02   2.0893E+01   4.6387E+13   1.7835E+07   2.8642E+10   5.2909E+07   7.4619E+10 
 3.0428E+00   4.7724E+02   2.0964E+01   4.6387E+13   1.7634E+07   2.8235E+10   5.2307E+07   7.3563E+10 
 3.0462E+00   4.7565E+02   2.1035E+01   4.6387E+13   1.7434E+07   2.7833E+10   5.1712E+07   7.2522E+10 
 3.0496E+00   4.7405E+02   2.1106E+01   4.6387E+13   1.7236E+07   2.7436E+10   5.1122E+07   7.1491E+10 
 3.0529E+00   4.7246E+02   2.1177E+01   4.6387E+13   1.7040E+07   2.7043E+10   5.0535E+07   7.0472E+10 
 3.0563E+00   4.7086E+02   2.1249E+01   4.6387E+13   1.6845E+07   2.6655E+10   4.9953E+07   6.9465E+10 
 3.0597E+00   4.6926E+02   2.1321E+01   4.6387E+13   1.6651E+07   2.6270E+10   4.9376E+07   6.8469E+10 
 3.0631E+00   4.6767E+02   2.1393E+01   4.6387E+13   1.6459E+07   2.5891E+10   4.8803E+07   6.7485E+10 
 3.0664E+00   4.6611E+02   2.1465E+01   4.6387E+13   1.6273E+07   2.5523E+10   4.8247E+07   6.6529E+10 
 3.0698E+00   4.6455E+02   2.1538E+01   4.6387E+13   1.6087E+07   2.5158E+10   4.7695E+07   6.5584E+10 
 3.0732E+00   4.6299E+02   2.1611E+01   4.6387E+13   1.5904E+07   2.4798E+10   4.7147E+07   6.4650E+10 
 3.0766E+00   4.6143E+02   2.1684E+01   4.6387E+13   1.5722E+07   2.4442E+10   4.6604E+07   6.3726E+10 
 3.0799E+00   4.5987E+02   2.1757E+01   4.6387E+13   1.5541E+07   2.4090E+10   4.6064E+07   6.2812E+10 
 3.0833E+00   4.5831E+02   2.1831E+01   4.6387E+13   1.5361E+07   2.3742E+10   4.5528E+07   6.1909E+10 
 3.0867E+00   4.5675E+02   2.1905E+01   4.6387E+13   1.5184E+07   2.3399E+10   4.5000E+07   6.1019E+10 
 3.0901E+00   4.5523E+02   2.1979E+01   4.6387E+13   1.5011E+07   2.3065E+10   4.4484E+07   6.0152E+10 
 3.0935E+00   4.5370E+02   2.2053E+01   4.6387E+13   1.4839E+07   2.2735E+10   4.3972E+07   5.9296E+10 
 3.0968E+00   4.5218E+02   2.2128E+01   4.6387E+13   1.4669E+07   2.2409E+10   4.3465E+07   5.8448E+10 
 3.1002E+00   4.5065E+02   2.2203E+01   4.6387E+13   1.4500E+07   2.2086E+10   4.2961E+07   5.7610E+10 
 3.1036E+00   4.4913E+02   2.2278E+01   4.6387E+13   1.4332E+07   2.1767E+10   4.2460E+07   5.6781E+10 
 3.1070E+00   4.4761E+02   2.2353E+01   4.6387E+13   1.4166E+07   2.1451E+10   4.1964E+07   5.5962E+10 
 3.1103E+00   4.4606E+02   2.2429E+01   4.6387E+13   1.3998E+07   2.1137E+10   4.1466E+07   5.5145E+10 
 3.1137E+00   4.4449E+02   2.2505E+01   4.6387E+13   1.3830E+07   2.0821E+10   4.0962E+07   5.4325E+10 
 3.1171E+00   4.4292E+02   2.2581E+01   4.6387E+13   1.3662E+07   2.0509E+10   4.0463E+07   5.3514E+10 
 3.1205E+00   4.4135E+02   2.2657E+01   4.6387E+13   1.3496E+07   2.0201E+10   3.9967E+07   5.2713E+10 
 3.1238E+00   4.3978E+02   2.2734E+01   4.6387E+13   1.3331E+07   1.9896E+10   3.9476E+07   5.1921E+10 
 3.1272E+00   4.3821E+02   2.2811E+01   4.6387E+13   1.3167E+07   1.9595E+10   3.8988E+07   5.1138E+10 
 3.1306E+00   4.3664E+02   2.2888E+01   4.6387E+13   1.3005E+07   1.9297E+10   3.8505E+07   5.0365E+10 
 3.1340E+00   4.3524E+02   2.2965E+01   4.6387E+13   1.2862E+07   1.9029E+10   3.8077E+07   4.9669E+10 
